substance_a,substance_b,substance_a_norm,substance_b_norm,severity,ansm_codes,mechanism,conduct,source_page
LERCANIDIPINE,KETOCONAZOLE,lercanidipine,ketoconazole,high,ASDEC,"Risque majoré d'effets indesirables, notamment d'oedèmes, par diminution du métabolisme hépatique de la dihydropyridine.",,153
LERCANIDIPINE,PAMPLEMOUSSE (JUS ET FRUIT),lercanidipine,pamplemousse (jus et fruit),low,APEC,"Risque majoré d'effets indésirables, notamment d'oedèmes, par diminution du métabolisme intestinal de la dihydropyridine.",,153
LÉTERMOVIR,ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,letermovir,alcaloides de l'ergot de seigle vasoconstricteurs,critical,CI,"Risque de vasoconstriction coronaire ou des extrémités (ergotisme), ou de poussées hypertensives.",,153
LÉTERMOVIR,IMMUNOSUPPRESSEURS,letermovir,immunosuppresseurs,moderate,PE,"Augmentation, éventuellement très importante, des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme et de la créatininémie.",Surveillance clinique et biologique renforcée.,154
LÉTERMOVIR,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),letermovir,inhibiteurs de l'hmg-coa reductase (statines),high,ASDEC;PE,Risque d’augmentation des concentrations plasmatiques de la statine et de ses effets indésirables à type de rhabdomyolyse.,"Association déconseillée: - avec simvastatine, pitavastatine, rosuvastatine Précaution d'emploi (en cas d’utilisation du létermovir seul): - ne pas dépasser 20 mg/ jour d’atorvastatine - adaptation éventuelle de la posologie de fluvastatine et de pravastatine,",154
LÉTERMOVIR,PIMOZIDE,letermovir,pimozide,critical,CI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",,154
LÉTERMOVIR,VORICONAZOLE,letermovir,voriconazole,high,ASDEC,Diminution de plus de la moitié de l’exposition du voriconazole.,"Si l’association s’avère nécessaire, surveillance clinique étroite, notamment les deux premières semaines après l’instauration ou l’arrêt du traitement par létermovir.",154
LEVOCARNITINE,ANTIVITAMINES K,levocarnitine,antivitamines k,moderate,PE,Augmentation de l'effet de l'antivitamine K et du risque hémorragique,Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par la lévocarnitine et 8 jours après son arrêt.,154
LEVODOPA,BACLOFENE,levodopa,baclofene,low,APEC,"Risque d’aggravation du syndrome parkinsonien ou d’effets indésirables centraux (hallucinations visuelles, état confusionnel, céphalées).",,154
LEVODOPA,FER,levodopa,fer,moderate,PE,Diminution de l'absorption digestive de la lévodopa.,Prendre les sels de fer à distance de la lévodopa (plus de 2 heures si possible).,154
LEVODOPA,IMAO-B,levodopa,imao-b,low,APEC,Augmentation du risque d'hypotension orthostatique.,,154
LEVODOPA,METHYLDOPA,levodopa,methyldopa,moderate,PE,Augmentation des effets de la lévodopa mais également de ses effets indésirables. Majoration de l'effet antihypertenseur de la méthyldopa.,Surveillance clinique et éventuellement diminution des doses de lévodopa.,154
LEVODOPA,NEUROLEPTIQUES ANTIÉMÉTIQUES,levodopa,neuroleptiques antiemetiques,critical,CI,Antagonisme réciproque entre la lévodopa et le neuroleptique.,Utiliser un antiémétique dénué d'effets extrapyramidaux.,154
LEVODOPA,NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),levodopa,neuroleptiques antipsychotiques (sauf clozapine),high,ASDEC,Antagonisme réciproque de la lévodopa et des neuroleptiques.,"Chez le patient parkinsonien, utiliser les doses minimales efficaces de chacun des deux médicaments.",154
LEVODOPA,RESERPINE,levodopa,reserpine,critical,CI,Inhibition des effets de la lévodopa.,,154
LEVODOPA,SPIRAMYCINE,levodopa,spiramycine,moderate,PE,En cas d'association avec la carbidopa : inhibition de l'absorption de la carbidopa avec diminution des concentrations plasmatiques de la lévodopa.,Surveillance clinique et adaptation éventuelle de la posologie de la lévodopa.,154
LEVODOPA,TETRABENAZINE,levodopa,tetrabenazine,high,ASDEC,Antagonisme réciproque entre la lévodopa et la tétrabénazine.,,155
LEVOFLOXACINE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,levofloxacine,substances susceptibles de donner des torsades de pointes,moderate,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.,155
LEVONORGESTREL,INDUCTEURS ENZYMATIQUES,levonorgestrel,inducteurs enzymatiques,moderate,PE,"Avec le lévonorgestrel utilisé dans l’indication contraception d’urgence, diminution importante des concentrations plasmatiques de lévonorgestrel, avec risque d’inefficacité.","En cas de prise d’un médicament inducteur dans les 4 dernières semaines, l’utilisation d’une contraception d’urgence non hormonale (DIU au cuivre) devrait s’envisager. Si ce n’est pas possible, le doublement de la dose de lévonorgestrel est une autre option.",155
LIDOCAINE,AMIODARONE,lidocaine,amiodarone,moderate,PE,"Risque d’augmentation des concentrations plasmatiques de lidocaïne, avec possibilité d’effets indésirables neurologiques et cardiaques, par diminution de son métabolisme hépatique par l’amiodarone.","Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne. Si besoin, adaptation de la posologie de la lidocaïne pendant le traitement par amiodarone et après son arrêt.",155
LIDOCAINE,BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),lidocaine,beta-bloquants (sauf esmolol) (y compris collyres),moderate,PE,Avec la lidocaïne utilisée par voie IV : augmentation des concentrations plasmatiques de lidocaïne avec possibilité d'effets indésirables neurologiques et cardiaques (diminution de la clairance hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne pendant l'association et après l'arrêt du bêta-bloquant. Adaptation si besoin de la posologie de la lidocaïne.",155
LIDOCAINE,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,lidocaine,beta-bloquants dans l'insuffisance cardiaque,low,APEC,Effet inotrope négatif avec risque de décompensation cardiaque.,,155
LIDOCAINE,CIMETIDINE,lidocaine,cimetidine,moderate,PE,Avec la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : augmentation des concentrations plasmatiques de lidocaïne avec risque d'effets indésirables neurologiques et cardiaques (inhibition du métabolisme hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement des concentrations plasmatiques de la lidocaïne ; s'il y a lieu, adaptation de la posologie de la lidocaïne pendant le traitement par la cimétidine et après son arrêt.",155
LIDOCAINE,FLUVOXAMINE,lidocaine,fluvoxamine,moderate,PE,Augmentation des concentrations plasmatiques de la lidocaïne avec possibilités d’effets indésirables neurologiques et cardiaques (diminution de la clairance hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de la lidocaïne pendant et après l’arrêt de l’association. Adaptation, si besoin, de la posologie de la lidocaïne.",155
LINCOSANIDES,CURARES,lincosanides,curares,moderate,PE,"Potentialisation des curares lorque l'antibiotique est administré par voie parentérale et/ou péritonéale avant, pendant ou après l'agent curarisant.",Surveiller le degré de curarisation en fin d'anesthésie.,155
LINEZOLIDE,CLARITHROMYCINE,linezolide,clarithromycine,low,APEC,"Risque de majoration des effets indésirables du linézolide par la clarithromycine, par augmentation de son absorption.",,155
LINEZOLIDE,RIFAMPICINE,linezolide,rifampicine,moderate,PE,Risque de diminution de l'efficacité du linézolide par augmentation de son métabolisme hépatique par la rifampicine.,Surveillance clinique et augmentation éventuelle de la posologie du linézolide pendant le traitement par la rifampicine.,155
LITHIUM,ACETAZOLAMIDE,lithium,acetazolamide,moderate,PE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,156
LITHIUM,ANTAGONISTES DES RÉCEPTEURS DE L'ANGIOTENSINE II,lithium,antagonistes des recepteurs de l'angiotensine ii,high,ASDEC,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'usage d'un antagoniste de l'angiotensine II est indispensable, surveillance stricte de la lithémie et adaptation de la posologie.",156
LITHIUM,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,lithium,anti-inflammatoires non steroidiens,high,ASDEC,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'association ne peut être évitée, surveiller étroitement la lithémie et adapter la posologie du lithium pendant l'association et après l'arrêt de l'anti-inflammatoire non stéroïdien.",156
LITHIUM,CAFEINE,lithium,cafeine,low,APEC,"En cas d’arrêt brutal de la consommation de café ou de médicaments contenant de la caféine, risque d’augmentation de la lithémie.",,156
LITHIUM,CALCITONINE,lithium,calcitonine,moderate,PE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par la calcitonine.,"Surveillance clinique et biologique régulière, notamment en début d’association.",156
LITHIUM,CARBAMAZEPINE,lithium,carbamazepine,high,ASDEC,"Risque de neurotoxicité se manifestant par des troubles cérébelleux, confusion, somnolence, ataxie. Ces troubles sont réversibles à l'arrêt du traitement par le lithium.",,156
LITHIUM,DIURÉTIQUES DE L'ANSE,lithium,diuretiques de l'anse,high,ASDEC,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).","Si l'association ne peut être évitée, surveillance stricte de la lithémie et adaptation de la posologie du lithium.",156
LITHIUM,DIURÉTIQUES ÉPARGNEURS DE POTASSIUM (SEULS OU ASSOCIÉS),lithium,diuretiques epargneurs de potassium (seuls ou associes),moderate,PE,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).",Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,156
LITHIUM,DIURÉTIQUES THIAZIDIQUES ET APPARENTÉS,lithium,diuretiques thiazidiques et apparentes,high,ASDEC,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).","Si l'association ne peut être évitée, surveillance stricte de la lithémie et adaptation de la posologie du lithium.",156
LITHIUM,GLYCEROL,lithium,glycerol,moderate,PE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,156
LITHIUM,INHIBITEURS DE L'ENZYME DE CONVERSION,lithium,inhibiteurs de l'enzyme de conversion,high,ASDEC,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'usage d'un IEC est indispensable, surveillance stricte de la lithémie et adaptation de la posologie du lithium.",156
LITHIUM,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,lithium,inhibiteurs selectifs de la recapture de la serotonine,moderate,PE,Risque d'apparition d'un syndrome sérotoninergique.,"Surveillance clinique et biologique régulière, notamment en début d'association.",156
LITHIUM,MANNITOL,lithium,mannitol,moderate,PE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,156
LITHIUM,METHYLDOPA,lithium,methyldopa,moderate,PE,"Augmentation de la lithémie pouvant atteindre des valeurs toxiques, avec signes de surdosage en lithium.",Surveillance clinique et adaptation de la posologie de lithium.,156
LITHIUM,METRONIDAZOLE,lithium,metronidazole,moderate,PE,"Augmentation de la lithémie pouvant atteindre des valeurs toxiques, avec signes de surdosage en lithium.",Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,157
LITHIUM,NEUROLEPTIQUES,lithium,neuroleptiques,moderate,PE,Risque d’apparition de signes neuropsychiques évocateurs d’un syndrome malin des neuroleptiques ou d’une intoxication au lithium.,"Surveillance clinique et biologique régulière, notamment en début d'association.",157
LITHIUM,ORLISTAT,lithium,orlistat,low,APEC,Risque d'échec thérapeutique en cas de traitement concomitant par orlistat.,,157
LITHIUM,SODIUM (BICARBONATE DE),lithium,sodium (bicarbonate de),moderate,PE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium.,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.,157
LITHIUM,SODIUM (CHLORURE DE),lithium,sodium (chlorure de),moderate,PE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium.,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.,157
LITHIUM,THEOPHYLLINE,lithium,theophylline,moderate,PE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.,157
LITHIUM,TOPIRAMATE,lithium,topiramate,moderate,PE,"Pour des doses de topiramate >= 200 mg par jour : augmentation de la lithémie pouvant atteindre des valeurs toxiques, avec signes de surdosage en lithium.",Surveillance clinique et biologique. Adaptation de la posologie du lithium.,157
LOMITAPIDE,DILTIAZEM,lomitapide,diltiazem,critical,CI,"Augmentation des concentrations de lomitapide, avec risque d’hépatotoxicité.",,157
LOMITAPIDE,INHIBITEURS PUISSANTS DU CYP3A4,lomitapide,inhibiteurs puissants du cyp3a4,critical,CI,Augmentation des concentrations plasmatiques du lomitapide par diminution de son métabolisme hépatique par l’inhibiteur.,,157
LOMITAPIDE,MILLEPERTUIS,lomitapide,millepertuis,high,ASDEC,Risque de diminution des concentrations plasmatiques du lomitapide.,,157
LOMUSTINE,CIMETIDINE,lomustine,cimetidine,high,ASDEC,Avec la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : toxicité médullaire accrue (inhibition du métabolisme de la lomustine).,,157
